url,name,from,to,pos,ht,wt,dob,college,active
/players/f/flemied01.html,Ed Fleming,1956,1960,G-F,6-3,189,"July 25, 1933",Niagara University,False
/players/f/flemive01.html,Vern Fleming,1985,1996,G,6-5,185,"February 4, 1962",University of Georgia,False
/players/f/florelu01.html,Luis Flores,2005,2005,G,6-2,200,"April 11, 1981",Manhattan College,False
/players/f/flowebr01.html,Bruce Flowers,1983,1983,F,6-8,225,"June 13, 1957",University of Notre Dame,False
/players/f/floydsl01.html,Sleepy Floyd,1983,1995,G,6-3,170,"March 6, 1960",Georgetown University,False
/players/f/flynnjo01.html,Jonny Flynn,2010,2012,G,6-0,185,"February 6, 1989",Syracuse University,False
/players/f/flynnmi01.html,Mike Flynn,1976,1978,G,6-2,180,"July 31, 1953",University of Kentucky,False
/players/f/foglela01.html,Larry Fogle,1976,1976,G,6-5,205,"March 19, 1953",Canisius College,False
/players/f/foleyja01.html,Jack Foley,1963,1963,F,6-3,170,"April 19, 1939",College of the Holy Cross,False
/players/f/fontais01.html,Isaac Fontaine,2002,2002,G,6-4,210,"April 16, 1975",Washington State University,False
/players/f/fontale01.html,Levi Fontaine,1971,1971,G,6-4,190,"November 1, 1948",University of Maryland Eastern Shore,False
/players/f/footeje01.html,Jeff Foote,2012,2012,C,7-0,265,"July 14, 1987",Cornell University,False
/players/f/forbega01.html,Gary Forbes,2011,2012,F,6-7,220,"February 25, 1985",University of Massachusetts Amherst,True
/players/f/fordal01.html,Alphonso Ford,1994,1995,G,6-1,190,"October 31, 1971",Mississippi Valley State University,False
/players/f/fordal02.html,Alton Ford,2002,2004,F,6-9,275,"May 29, 1981",University of Houston,False
/players/f/fordbo01.html,Bob Ford,1973,1973,F,6-7,228,"January 26, 1950",Purdue University,False
/players/f/fordch01.html,Chris Ford,1973,1982,G-F,6-5,190,"January 11, 1949",Villanova University,False
/players/f/forddo01.html,Don Ford,1976,1982,F,6-9,215,"December 31, 1952","University of California, Santa Barbara",False
/players/f/fordja01.html,Jake Ford,1971,1972,G,6-3,180,"April 29, 1946",University of Maryland Eastern Shore,False
/players/f/fordph01.html,Phil Ford,1979,1985,G,6-2,175,"February 9, 1956",University of North Carolina,False
/players/f/fordsh02.html,Sharrod Ford,2006,2006,F,6-9,225,"January 9, 1982",Clemson University,False
/players/f/fordsh01.html,Sherell Ford,1996,1996,F,6-7,210,"August 26, 1972",University of Illinois at Chicago,False
/players/f/fordtj01.html,T.J. Ford,2004,2012,G,6-0,165,"March 24, 1983",University of Texas at Austin,False
/players/f/formado01.html,Donnie Forman,1949,1949,G,5-10,175,"January 17, 1926",New York University,False
/players/f/forreba01.html,Bayard Forrest,1978,1979,C,6-10,235,"July 8, 1954",Grand Canyon University,False
/players/f/fortejo01.html,Joseph Forte,2002,2003,G,6-4,194,"March 23, 1981",University of North Carolina,False
/players/f/fortsco01.html,Courtney Fortson,2012,2012,G,5-11,185,"May 23, 1988",University of Arkansas,False
/players/f/fortsda01.html,Danny Fortson,1998,2007,F,6-7,260,"March 27, 1976",University of Cincinnati,False
/players/f/fostefr01.html,Fred Foster,1969,1977,F,6-5,210,"March 18, 1946",Miami University,False
/players/f/fostegr01.html,Greg Foster,1991,2003,F-C,6-11,240,"October 3, 1968",University of Texas at El Paso,False
/players/f/fosteja01.html,James Foster,1975,1976,G,6-1,175,"December 16, 1951",University of Connecticut,False
/players/f/fosteje01.html,Jeff Foster,2000,2012,F-C,6-11,236,"January 16, 1977",Texas State University,False
/players/f/fostero01.html,Rod Foster,1984,1986,G,6-1,160,"October 10, 1960","University of California, Los Angeles",False
/players/f/fotsian01.html,Antonis Fotsis,2002,2002,F,6-10,219,"April 1, 1981",,False
/players/f/fournev01.html,Evan Fournier,2013,2015,G-F,6-7,205,"October 29, 1992",,True
/players/f/foustla01.html,Larry Foust,1951,1962,C-F,6-9,215,"June 24, 1928",La Salle University,False
/players/f/fowleca01.html,Calvin Fowler,1970,1970,G,6-0,175,"February 11, 1940",Saint Francis University,False
/players/f/fowleje01.html,Jerry Fowler,1952,1952,C,6-8,230,"June 20, 1927",University of Missouri,False
/players/f/fowlktr01.html,Tremaine Fowlkes,2002,2005,F,6-8,220,"April 11, 1976","California State University, Fresno",False
/players/f/foxha01.html,Harold Fox,1973,1973,G,6-2,175,"August 29, 1949",Jacksonville University,False
/players/f/foxji01.html,Jim Fox,1968,1977,C-F,6-10,230,"April 7, 1943",University of South Carolina,False
/players/f/foxri01.html,Rick Fox,1992,2004,F-G,6-7,230,"July 24, 1969",University of North Carolina,False
/players/f/foyera01.html,Randy Foye,2007,2015,G,6-4,210,"September 24, 1983",Villanova University,True
/players/f/foylead01.html,Adonal Foyle,1998,2009,C,6-10,250,"March 9, 1975",Colgate University,False
/players/f/frahmri01.html,Richie Frahm,2004,2008,G,6-5,210,"August 14, 1977",Gonzaga University,False
/players/f/francst01.html,Steve Francis,2000,2008,G,6-3,195,"February 21, 1977",University of Maryland,False
/players/f/frankte01.html,Tellis Frank,1988,1994,F-C,6-10,225,"April 26, 1965",Western Kentucky University,False
/players/f/frankna01.html,Nat Frankel,1947,1947,F-G,6-0,195,"November 3, 1913",Brooklyn College,False
/players/f/frankja01.html,Jamaal Franklin,2014,2014,G,6-5,191,"July 21, 1991",San Diego State University,True
/players/f/frankwi01.html,William Franklin,1973,1976,F,6-7,220,"October 19, 1949",Purdue University,False
/players/f/franzro01.html,Ronald Franz,1968,1973,F,6-7,205,"October 20, 1945",University of Kansas,False
/players/f/fraziwa01.html,Walt Frazier*,1968,1980,G,6-4,200,"March 29, 1945",Southern Illinois University,False
/players/f/fraziwi01.html,Will Frazier,1966,1969,C-F,6-7,210,"August 24, 1942",Grambling State University,False
/players/f/fredean01.html,Anthony Frederick,1989,1992,F,6-7,205,"December 7, 1964",Pepperdine University,False
/players/f/fredeji01.html,Jimmer Fredette,2012,2015,G,6-2,195,"February 25, 1989",Brigham Young University,True
/players/f/freewo01.html,World B. Free,1976,1988,G,6-2,185,"December 9, 1953",Guilford College,False
/players/f/freeljo01.html,Joel Freeland,2013,2015,F-C,6-10,250,"February 7, 1987",,True
/players/f/freemdo01.html,Donnie Freeman,1968,1976,G,6-3,185,"July 18, 1944",University of Illinois at Urbana-Champaign,False
/players/f/freemga01.html,Gary Freeman,1971,1971,F,6-9,210,"July 25, 1948",Oregon State University,False
/players/f/freemro01.html,Rod Freeman,1974,1974,F,6-7,225,"November 5, 1950",Vanderbilt University,False
/players/f/freijma01.html,Matt Freije,2005,2007,F,6-10,240,"October 2, 1981",Vanderbilt University,False
/players/f/freyfr01.html,Frido Frey,1947,1947,F,6-2,195,"October 26, 1921",Long Island University,False
/players/f/frienla01.html,Larry Friend,1958,1958,G-F,6-4,185,"April 14, 1935",University of California,False
/players/f/frinkpa01.html,Pat Frink,1969,1969,G,6-4,195,"February 18, 1945",University of Colorado,False
/players/f/fritsji01.html,Jim Fritsche,1954,1955,F-C,6-8,210,"December 10, 1931",Hamline University,False
/players/f/fryech01.html,Channing Frye,2006,2015,F-C,6-11,248,"May 17, 1983",University of Arizona,True
/players/f/fryerbe01.html,Bernie Fryer,1974,1975,G,6-3,185,"December 25, 1949",Brigham Young University,False
/players/f/fucarfr01.html,Frank Fucarino,1947,1947,F,6-2,175,"July 24, 1920",Long Island University,False
/players/f/fuetshe01.html,Herm Fuetsch,1948,1948,G,6-0,170,"July 6, 1918",,False
/players/f/fulksjo01.html,Joe Fulks*,1947,1954,F-C,6-5,190,"October 26, 1921",Murray State University,False
/players/f/fulleca01.html,Carl Fuller,1971,1972,C,6-9,225,"January 10, 1946",Bethune-Cookman College,False
/players/f/fullehi01.html,Hiram Fuller,2004,2004,F,6-9,240,"May 15, 1981","California State University, Fresno",False
/players/f/fulleto02.html,Todd Fuller,1997,2001,C,6-11,255,"July 25, 1974",North Carolina State University,False
/players/f/fulleto01.html,Tony Fuller,1981,1981,G,6-4,180,"September 4, 1958",Pepperdine University,False
/players/f/fundela01.html,Lawrence Funderburke,1998,2005,F,6-9,230,"December 15, 1970",Ohio State University,False
/players/f/furlote01.html,Terry Furlow,1977,1980,G-F,6-4,190,"October 18, 1954",Michigan State University,False
/players/g/gaborbi01.html,Bill Gabor,1950,1955,G-F,5-11,170,"May 13, 1922",Syracuse University,False
/players/g/gadzuda01.html,Dan Gadzuric,2003,2012,C,6-11,240,"February 2, 1978","University of California, Los Angeles",True
/players/g/gaide01.html,Deng Gai,2006,2006,F,6-9,250,"March 22, 1982",Fairfield University,False
/players/g/gaineel01.html,Elmer Gainer,1948,1950,F-C,6-6,195,,DePaul University,False
/players/g/gainebi01.html,Bill Gaines,1969,1969,G,6-4,185,"March 10, 1946",East Texas State University,False
/players/g/gaineco01.html,Corey Gaines,1989,1995,G,6-3,195,"June 1, 1965",Loyola Marymount University,False
/players/g/gaineda01.html,David Gaines,1968,1968,G,6-1,170,"February 27, 1942",LeMoyne-Owen College,False
/players/g/gainere01.html,Reece Gaines,2004,2006,G,6-6,205,"January 7, 1981",University of Louisville,False
/players/g/gainesu01.html,Sundiata Gaines,2010,2012,G,6-1,185,"April 18, 1986",University of Georgia,False
/players/g/galemi01.html,Mike Gale,1972,1982,G,6-4,185,"July 18, 1950",Elizabeth City State University,False
/players/g/gallach01.html,Chad Gallagher,1994,1994,C,6-10,255,"May 30, 1969",Creighton University,False
/players/g/gallaha01.html,Harry Gallatin*,1949,1958,F-C,6-6,210,"April 26, 1927",Truman State University,False
/players/g/gallida01.html,Danilo Gallinari,2009,2015,F,6-10,225,"August 8, 1988",,True
/players/g/gallola01.html,Langston Galloway,2015,2015,G,6-2,201,"December 9, 1991",Saint Joseph's University,True
/players/g/gambeda01.html,Dave Gambee,1959,1970,F,6-6,215,"April 16, 1937",Oregon State University,False
/players/g/gamblke01.html,Kevin Gamble,1988,1997,F-G,6-5,210,"November 13, 1965",University of Iowa,False
/players/g/ganttbo01.html,Bob Gantt,1947,1947,F-C,6-4,205,"June 22, 1922",Duke University,False
/players/g/garbajo01.html,Jorge Garbajosa,2007,2008,F,6-9,245,"December 19, 1977",,False
/players/g/garceru01.html,Ruben Garces,2001,2001,F,6-9,245,"October 17, 1973",Providence College,False
/players/g/garcial01.html,Alex Garcia,2004,2005,G,6-3,220,"March 4, 1980",,False
/players/g/garcifr01.html,Francisco Garcia,2006,2015,F-G,6-7,195,"December 31, 1981",University of Louisville,True
/players/g/gardnch01.html,Chuck Gardner,1968,1968,F,6-8,205,"September 30, 1944",University of Colorado,False
/players/g/gardnea01.html,Earl Gardner,1949,1949,F,6-3,195,"September 18, 1923",DePauw University,False
/players/g/gardnke01.html,Kenneth Gardner,1976,1976,F,6-5,205,"September 27, 1949",University of Utah,False
/players/g/gardnth01.html,Thomas Gardner,2008,2009,G,6-5,225,"February 8, 1985",University of Missouri,False
/players/g/gardnve01.html,Vern Gardner,1950,1952,F-C,6-5,200,"May 14, 1925",University of Utah,False
/players/g/garfija01.html,Jack Garfinkel,1947,1949,G,6-0,190,"June 13, 1918",St. John's University,False
/players/g/garlaga01.html,Gary Garland,1980,1980,G,6-4,180,"October 12, 1957",DePaul University,False
/players/g/garlawi01.html,Winston Garland,1988,1995,G,6-2,170,"December 19, 1964",Missouri State University,False
/players/g/garmadi01.html,Dick Garmaker,1956,1961,G-F,6-3,200,"October 29, 1932",University of Minnesota,False
/players/g/garnebi01.html,Bill Garner,1968,1968,C,6-10,220,"June 17, 1940",University of Portland,False
/players/g/garnech01.html,Chris Garner,1998,2001,G,5-10,156,"February 2, 1975",University of Memphis,False
/players/g/garnebi02.html,Bill Garnett,1983,1986,F,6-9,225,"April 22, 1960",University of Wyoming,False
/players/g/garneke01.html,Kevin Garnett,1996,2015,F,6-11,220,"May 19, 1976",,True
/players/g/garnema01.html,Marlon Garnett,1999,1999,G,6-2,186,"July 3, 1975",Santa Clara University,False
/players/g/garreca01.html,Calvin Garrett,1981,1984,F,6-7,190,"July 11, 1956",Oral Roberts University,False
/players/g/garrede01.html,Dean Garrett,1997,2002,C,6-10,225,"November 27, 1966",Indiana University,False
/players/g/garredi02.html,Diante Garrett,2013,2014,G,6-4,190,"November 3, 1988",Iowa State University,True
/players/g/garredi01.html,Dick Garrett,1970,1974,G,6-3,185,"January 31, 1947",Southern Illinois University,False
/players/g/garrero01.html,Rowland Garrett,1973,1977,F,6-6,210,"July 16, 1950",Florida State University,False
/players/g/garrito01.html,Tom Garrick,1989,1992,G,6-2,185,"July 7, 1966",University of Rhode Island,False
/players/g/garrijo01.html,John Garris,1984,1984,F,6-8,205,"June 6, 1959",Boston College,False
/players/g/garriki01.html,Kiwane Garris,1998,2000,G,6-2,183,"September 24, 1974",University of Illinois at Urbana-Champaign,False
/players/g/garripa01.html,Pat Garrity,1999,2008,F,6-9,238,"August 23, 1976",University of Notre Dame,False
/players/g/garviji01.html,Jim Garvin,1974,1974,F,6-7,200,"February 5, 1950",Boston University,False
/players/g/gasolma01.html,Marc Gasol,2009,2015,C,7-1,265,"January 29, 1985",,True
/players/g/gasolpa01.html,Pau Gasol,2002,2015,F-C,7-0,227,"July 6, 1980",,True
/players/g/gatesfr01.html,Frank Gates,1950,1950,G,6-0,160,"April 12, 1920",Sam Houston State University,False
/players/g/gatlich01.html,Chris Gatling,1992,2002,F-C,6-10,220,"September 3, 1967",Old Dominion University,False
/players/g/gattike01.html,Kenny Gattison,1987,1996,F-C,6-8,225,"May 23, 1964",Old Dominion University,False
/players/g/gayru01.html,Rudy Gay,2007,2015,F,6-8,230,"August 17, 1986",University of Connecticut,True
/players/g/gaydaed01.html,Ed Gayda,1951,1951,G-F,6-4,210,"May 11, 1927",Washington State University,False
/players/g/gazean01.html,Andrew Gaze,1994,1999,G,6-7,205,"July 24, 1965",Seton Hall University,False
/players/g/gearyre01.html,Reggie Geary,1997,1998,G,6-2,187,"August 31, 1973",University of Arizona,False
/players/g/geeal01.html,Alonzo Gee,2010,2015,G,6-6,220,"May 29, 1987",University of Alabama,True
/players/g/geigema01.html,Matt Geiger,1993,2002,C,7-0,243,"September 10, 1969",Georgia Institute of Technology,False
/players/g/gelabmi01.html,Mickael Gelabale,2007,2013,F,6-7,215,"May 22, 1983",,True
/players/g/georgde01.html,Devean George,2000,2010,G-F,6-8,220,"August 29, 1977",Augsburg College,False
/players/g/georgja01.html,Jack George,1954,1961,G,6-2,190,"November 13, 1928",La Salle University,False
/players/g/georgpa01.html,Paul George,2011,2014,F,6-9,220,"May 2, 1990","California State University, Fresno",True
/players/g/georgta01.html,Tate George,1991,1995,G,6-5,190,"May 29, 1968",University of Connecticut,False
/players/g/gerargu01.html,Gus Gerard,1975,1981,F-G,6-8,200,"July 27, 1953",University of Virginia,False
/players/g/gervide01.html,Derrick Gervin,1990,1991,F,6-8,200,"March 28, 1963",University of Texas at San Antonio,False
/players/g/gervige01.html,George Gervin*,1973,1986,G-F,6-7,180,"April 27, 1952",Eastern Michigan University,False
/players/g/getchgo01.html,Gorham Getchell,1947,1947,C,6-4,205,"August 14, 1920",Temple University,False
/players/g/gianejo01.html,John Gianelli,1973,1980,C-F,6-10,220,"June 10, 1950",University of the Pacific,False
/players/g/gibbsdi01.html,Dick Gibbs,1972,1976,F-G,6-5,210,"December 20, 1948",University of Texas at El Paso,False
/players/g/gibsoda01.html,Daniel Gibson,2007,2013,G,6-2,190,"February 27, 1986",University of Texas at Austin,True
/players/g/gibsode01.html,Dee Gibson,1950,1950,F-G,5-11,175,"August 25, 1923",Western Kentucky University,False
/players/g/gibsoho01.html,Hoot Gibson,1950,1950,F-C,6-5,198,"December 5, 1921",Creighton University,False
/players/g/gibsome01.html,Mel Gibson,1964,1964,G,6-3,180,"December 30, 1940",Western Carolina University,False
/players/g/gibsomi01.html,Mike Gibson,1984,1986,F,6-10,205,"October 27, 1960",University of South Carolina Upstate,False
/players/g/gibsota01.html,Taj Gibson,2010,2015,F,6-9,225,"June 24, 1985",University of Southern California,True
/players/g/giddejr01.html,J.R. Giddens,2009,2010,G,6-5,215,"February 13, 1985",University of New Mexico,False
/players/g/gildetr01.html,Trey Gilder,2010,2010,F,6-9,185,"January 24, 1985",Northwestern State University,False
/players/g/gilled01.html,Eddie Gill,2001,2009,G,6-0,190,"August 16, 1978",Weber State University,False
/players/g/gillke01.html,Kendall Gill,1991,2005,G,6-5,195,"May 25, 1968",University of Illinois at Urbana-Champaign,False
/players/g/gillebe01.html,Ben Gillery,1989,1989,C,7-0,235,"September 19, 1965",Georgetown University,False
/players/g/gilleja01.html,Jack Gillespie,1970,1970,F,6-6,215,"October 1, 1947",Montana State University,False
/players/g/gillege01.html,Gene Gillette,1947,1947,F,6-2,205,,Saint Mary's College of California,False
/players/g/gilliar01.html,Armen Gilliam,1988,2000,F-C,6-9,230,"May 28, 1964","University of Nevada, Las Vegas",False
/players/g/gillihe01.html,Herm Gilliam,1970,1977,G-F,6-3,190,"May 5, 1946",Purdue University,False
/players/g/gilmoar01.html,Artis Gilmore*,1972,1988,C,7-2,240,"September 21, 1949",Jacksonville University,False
/players/g/gilmowa01.html,Walt Gilmore,1971,1971,F,6-6,225,"February 27, 1947",Fort Valley State University,False
/players/g/gilmuch01.html,Chuck Gilmur,1947,1951,F-C,6-4,225,"August 13, 1922",University of Washington,False
/players/g/ginobma01.html,Manu Ginobili,2003,2015,G,6-6,210,"July 28, 1977",,True
/players/g/giricgo01.html,Gordan Giricek,2003,2008,G-F,6-6,210,"June 20, 1977",,False
/players/g/givenja01.html,Jack Givens,1979,1980,F-G,6-5,205,"September 21, 1956",University of Kentucky,False
/players/g/gladnmi01.html,Mickell Gladness,2012,2012,C,6-11,220,"July 26, 1986",Alabama A&M University,True
/players/g/glamage01.html,George Glamack,1949,1949,C-F,6-6,225,"June 7, 1918",University of North Carolina,False
/players/g/glassge01.html,Gerald Glass,1991,1996,G-F,6-5,221,"November 12, 1967",University of Mississippi,False
/players/g/glennmi01.html,Mike Glenn,1978,1987,G,6-2,175,"September 10, 1955",Southern Illinois University,False
/players/g/glickno01.html,Normie Glick,1950,1950,F,6-7,190,"November 10, 1927",Loyola Marymount University,False
/players/g/gloucge01.html,Georgi Glouchkov,1986,1986,F,6-8,235,"January 10, 1960",,False
/players/g/glovecl01.html,Clarence Glover,1972,1972,F,6-8,210,"November 1, 1947",Western Kentucky University,False
/players/g/glovedi01.html,Dion Glover,2000,2005,G,6-5,228,"October 22, 1978",Georgia Institute of Technology,False
/players/g/glynian01.html,Andreas Glyniadakis,2007,2007,C,7-1,280,"August 21, 1981",,False
/players/g/gminsmi01.html,Mike Gminski,1981,1994,C,6-11,250,"August 3, 1959",Duke University,False
/players/g/goberru01.html,Rudy Gobert,2014,2015,F-C,7-1,220,"June 26, 1992",,True
/players/g/godfrda01.html,Dan Godfread,1991,1992,C,6-10,250,"June 14, 1967",University of Evansville,False
/players/g/golato01.html,Tom Gola*,1956,1966,G-F,6-6,205,"January 13, 1933",La Salle University,False
/players/g/goldfbe01.html,Ben Goldfaden,1947,1947,F,6-1,185,"September 6, 1913",George Washington University,False
/players/g/goldwan01.html,Anthony Goldwire,1996,2006,G,6-1,182,"September 6, 1971",University of Houston,False
/players/g/gomesry01.html,Ryan Gomes,2006,2014,F,6-7,250,"September 1, 1982",Providence College,True
/players/g/gondrgl01.html,Glen Gondrezick,1978,1983,F-G,6-6,218,"August 30, 1955","University of Nevada, Las Vegas",False
/players/g/gondrgr01.html,Grant Gondrezick,1987,1989,G,6-5,205,"January 19, 1963",Pepperdine University,False
/players/g/goodedr01.html,Drew Gooden,2003,2015,F,6-10,230,"September 24, 1981",University of Kansas,True
/players/g/goodrga01.html,Gail Goodrich*,1966,1979,G,6-1,170,"April 23, 1943","University of California, Los Angeles",False
/players/g/goodrst01.html,Steve Goodrich,2001,2002,F,6-10,220,"March 18, 1976",Princeton University,False
/players/g/goodwar01.html,Archie Goodwin,2014,2015,G,6-5,198,"August 17, 1994",University of Kentucky,True
/players/g/goodwpo01.html,Pop Goodwin,1947,1948,F-C,6-2,203,"December 22, 1920",,False
/players/g/gordoaa01.html,Aaron Gordon,2015,2015,F,6-9,225,"September 16, 1995",University of Arizona,True
/players/g/gordobe01.html,Ben Gordon,2005,2015,G,6-3,200,"April 4, 1983",University of Connecticut,True
/players/g/gordodr01.html,Drew Gordon,2015,2015,F,6-9,245,"July 12, 1990",University of New Mexico,True
/players/g/gordoer01.html,Eric Gordon,2009,2015,G,6-4,215,"December 25, 1988",Indiana University,True
/players/g/gordola01.html,Lancaster Gordon,1985,1988,G,6-3,185,"June 24, 1962",University of Louisville,False
/players/g/gordopa01.html,Paul Gordon,1950,1950,F,6-3,185,"April 8, 1927",University of Notre Dame,False
/players/g/gortama01.html,Marcin Gortat,2008,2015,C-F,6-11,240,"February 17, 1984",,True
/players/g/gottlle01.html,Leo Gottlieb,1947,1948,G,5-11,180,"November 28, 1920",,False
/players/g/goudean01.html,Andrew Goudelock,2012,2013,G,6-3,200,"December 7, 1988",College of Charleston,True
/players/g/govange01.html,Gerald Govan,1968,1976,F-C,6-10,220,"January 2, 1942",Saint Mary of the Plains College,False
/players/g/govedba01.html,Bato Govedarica,1954,1954,G,5-11,185,"April 17, 1928",DePaul University,False
/players/g/grabojo01.html,Joe Graboski,1949,1962,F-C,6-7,195,"January 15, 1930",,False
/players/g/graceri01.html,Ricky Grace,1994,1994,G,6-1,180,"August 20, 1967",University of Oklahoma,False
/players/g/grahaca01.html,Calvin Graham,1968,1968,G,6-2,195,"June 7, 1944",Gannon University,False
/players/g/grahagr01.html,Greg Graham,1994,1998,G,6-4,174,"November 26, 1970",Indiana University,False
/players/g/grahajo01.html,Joey Graham,2006,2011,F,6-7,225,"June 11, 1982",Oklahoma State University,False
/players/g/grahama01.html,Mal Graham,1968,1969,G,6-1,185,"February 23, 1945",New York University,False
/players/g/grahaor01.html,Orlando Graham,1989,1989,F,6-8,220,"May 5, 1965",Auburn University at Montgomery,False
/players/g/grahapa01.html,Paul Graham,1992,1994,F-G,6-6,200,"November 28, 1967",Ohio University,False
/players/g/grahast01.html,Stephen Graham,2006,2011,G,6-6,215,"June 11, 1982",Oklahoma State University,True
/players/g/grandji01.html,Jim Grandholm,1991,1991,F,7-0,235,"October 4, 1960",University of South Florida,False
/players/g/grandro01.html,Ron Grandison,1989,1996,F,6-6,215,"July 9, 1964",University of New Orleans,False
/players/g/grangda01.html,Danny Granger,2006,2015,F,6-9,222,"April 20, 1983",University of New Mexico,True
/players/g/grangst01.html,Stewart Granger,1984,1987,G,6-3,190,"October 27, 1961",Villanova University,False
/players/g/grantbr01.html,Brian Grant,1995,2006,F,6-9,254,"March 5, 1972",Xavier University,False
/players/g/grantbu01.html,Bud Grant,1950,1951,F,6-3,195,"May 20, 1927",University of Minnesota,False
/players/g/grantga01.html,Gary Grant,1989,2001,G,6-3,185,"April 21, 1965",University of Michigan,False
/players/g/grantgr01.html,Greg Grant,1990,1996,G,5-7,140,"August 29, 1966",Trenton State University,False
/players/g/grantha01.html,Harvey Grant,1989,1999,F,6-8,195,"July 4, 1965",University of Oklahoma,False
/players/g/grantho01.html,Horace Grant,1988,2004,F-C,6-10,215,"July 4, 1965",Clemson University,False
/players/g/grantje01.html,Jerami Grant,2015,2015,F,6-8,210,"March 12, 1994",Syracuse University,True
/players/g/grantjo01.html,Josh Grant,1994,1994,F,6-9,223,"August 7, 1967",University of Utah,False
/players/g/grantpa01.html,Paul Grant,1999,2004,C,7-0,245,"January 6, 1974",University of Wisconsin,False
/players/g/granttr01.html,Travis Grant,1973,1976,F,6-7,215,"January 1, 1950",Kentucky State University,False
/players/g/gratedo01.html,Don Grate,1950,1950,F-G,6-2,185,"August 27, 1923",Ohio State University,False
/players/g/gravebu01.html,Butch Graves,1985,1985,G,6-3,200,"January 5, 1962",Yale University,False
/players/g/grayaa01.html,Aaron Gray,2008,2014,C,7-0,270,"December 7, 1984",University of Pittsburgh,True
/players/g/grayde01.html,Devin Gray,1997,2000,F,6-7,240,"May 31, 1972",Clemson University,False
/players/g/grayed01.html,Ed Gray,1998,1999,G,6-3,210,"September 27, 1975",University of California,False
/players/g/grayev01.html,Evric Gray,1997,1997,F,6-7,235,"December 13, 1969","University of Nevada, Las Vegas",False
/players/g/grayga01.html,Gary Gray,1968,1968,G,6-1,185,"February 23, 1945",Oklahoma City University,False
/players/g/grayle01.html,Leonard Gray,1975,1977,F,6-8,240,"December 19, 1951","California State University, Long Beach",False
/players/g/grayst01.html,Stuart Gray,1985,1991,C-F,7-0,235,"May 27, 1963","University of California, Los Angeles",False
/players/g/graysy01.html,Sylvester Gray,1989,1989,F,6-6,230,"July 8, 1967",University of Memphis,False
/players/g/graywy01.html,Wyndol Gray,1947,1948,G-F,6-1,175,"March 20, 1922",Harvard University,False
/players/g/grayeje01.html,Jeff Grayer,1989,1998,F-G,6-5,200,"December 17, 1965",Iowa State University,False
/players/g/greacbo01.html,Bob Greacen,1970,1972,F,6-7,206,"September 15, 1947",Rutgers University,False
/players/g/greenac01.html,A.C. Green,1986,2001,F-C,6-9,220,"October 4, 1963",Oregon State University,False
/players/g/greenda02.html,Danny Green,2010,2015,G-F,6-6,210,"June 22, 1987",University of North Carolina,True
/players/g/greende01.html,Devin Green,2006,2006,G,6-7,210,"October 25, 1982",Hampton University,False
/players/g/greendr01.html,Draymond Green,2013,2015,F,6-7,230,"March 4, 1990",Michigan State University,True
/players/g/greener01.html,Erick Green,2015,2015,G,6-3,185,"May 9, 1991",Virginia Polytechnic Institute and State University,True
/players/g/greenge01.html,Gerald Green,2006,2015,F,6-8,200,"January 26, 1986",,True
/players/g/greenja01.html,JaMychal Green,2015,2015,F,6-8,228,"June 21, 1990",University of Alabama,True
/players/g/greenje02.html,Jeff Green,2008,2015,F,6-9,235,"August 28, 1986",Georgetown University,True
/players/g/greenjo01.html,Johnny Green,1960,1973,F-C,6-5,200,"December 8, 1933",Michigan State University,False
/players/g/greenke01.html,Ken Green,1986,1986,F,6-8,215,"September 19, 1959",University of Texas-Pan American,False
/players/g/greenke02.html,Kenny Green,1986,1987,F,6-6,210,"October 11, 1964",Wake Forest University,False
/players/g/greenla01.html,Lamar Green,1970,1975,F-C,6-7,210,"March 22, 1947",Morehead State University,False
/players/g/greenli01.html,Litterial Green,1993,1999,G,6-1,185,"March 7, 1970",University of Georgia,False
/players/g/greenlu01.html,Luther Green,1970,1973,F,6-7,190,"November 13, 1946",Long Island University,False
/players/g/greenmi01.html,Mike Green,1974,1980,C-F,6-10,200,"August 6, 1951",Louisiana Tech University,False
/players/g/greenri01.html,Rickey Green,1978,1992,G,6-0,170,"August 18, 1954",University of Michigan,False
/players/g/greense01.html,Sean Green,1992,1994,F-G,6-5,210,"February 2, 1970",Iona College,False
/players/g/greensi01.html,Si Green,1957,1966,G-F,6-2,185,"August 20, 1933",Duquesne University,False
/players/g/greensi02.html,Sidney Green,1984,1993,F-C,6-9,220,"January 4, 1961","University of Nevada, Las Vegas",False
/players/g/greenst01.html,Steve Green,1976,1979,F,6-7,220,"October 4, 1953",Indiana University,False
/players/g/greenta01.html,Taurean Green,2008,2008,G,6-0,177,"November 28, 1986",University of Florida,False
/players/g/greento01.html,Tommie Green,1979,1979,G,6-2,185,"April 8, 1956",Southern University and A&M College,False
/players/g/greenwi01.html,Willie Green,2004,2015,G,6-4,200,"July 28, 1981",University of Detroit Mercy,True
/players/g/greendo01.html,Donte Greene,2009,2012,F,6-11,226,"February 21, 1988",Syracuse University,True
/players/g/greenor01.html,Orien Greene,2006,2011,G,6-4,208,"February 4, 1982",University of Louisiana at Lafayette,False
/players/g/greenje01.html,Jerry Greenspan,1964,1965,F,6-5,195,"November 22, 1941",University of Maryland,False
/players/g/greenda01.html,Dave Greenwood,1980,1991,F-C,6-9,222,"May 27, 1957","University of California, Los Angeles",False
